延吉东路115弄 ,2室1厅,52.15平米,南,精装,高楼层(共6层),杨浦,343,"65,772元/平"
合生江湾国际公寓 ,2室2厅,104.28平米,南,精装,低楼层(共11层),杨浦,1095,"105,006元/平"
控江路1200弄 ,2室1厅,75.45平米,南,精装,中楼层(共5层),杨浦,535,"70,908元/平"
松花江路95弄 ,2室1厅,67.16平米,南 北,精装,高楼层(共7层),杨浦,420,"62,538元/平"
新江湾城雍景苑 ,2室1厅,103.14平米,南,简装,高楼层(共12层),杨浦,1010,"97,926元/平"
三门路358弄 ,2室1厅,54.81平米,南,精装,低楼层(共7层),杨浦,368,"67,142元/平"
阳阳公寓 ,2室2厅,75.56平米,南,简装,高楼层(共7层),杨浦,518,"68,555元/平"
鞍山四村第二小区 ,2室1厅,61.2平米,南,简装,高楼层(共5层),杨浦,500,"81,700元/平"
延吉四村 ,1室1厅,34.69平米,南,简装,低楼层(共6层),杨浦,260,"74,950元/平"
浦江风景苑 ,2室2厅,103.71平米,南,精装,低楼层(共8层),杨浦,990,"95,459元/平"
荣丰花园 ,2室1厅,103.75平米,南 北,简装,中楼层(共6层),杨浦,890,"85,784元/平"
延吉东路131弄 ,2室1厅,56.74平米,南,精装,高楼层(共6层),杨浦,405,"71,379元/平"
翔殷路765号 ,1室1厅,40.64平米,南,简装,中楼层(共6层),杨浦,265,"65,207元/平"
开鲁三村 ,2室1厅,57.4平米,南,精装,低楼层(共18层),杨浦,335,"58,363元/平"
延吉东路131弄 ,1室1厅,48.25平米,南,简装,高楼层(共6层),杨浦,350,"72,539元/平"
引翔港小区 ,3室1厅,90.2平米,南,精装,低楼层(共24层),杨浦,680,"75,389元/平"
益民小区 ,2室1厅,92.92平米,南,简装,低楼层(共24层),杨浦,625,"67,263元/平"
九州公寓 ,3室2厅,154.11平米,南,精装,中楼层(共19层),杨浦,1250,"81,111元/平"
财大小区 ,2室1厅,54.1平米,南,毛坯,高楼层(共6层),杨浦,385,"71,165元/平"
宝钢又一村 ,2室1厅,99.43平米,南,精装,中楼层(共20层),杨浦,858,"86,292元/平"
同济绿园 ,2室2厅,101.63平米,南 北,精装,低楼层(共18层),杨浦,1118,"110,007元/平"
浣纱三村 ,3室1厅,67.36平米,南 北,简装,高楼层(共6层),杨浦,505,"74,971元/平"
福阳大厦 ,3室2厅,103.46平米,东南 东北 西北,精装,中楼层(共26层),杨浦,735,"71,042元/平"
凤城二村 ,2室1厅,69.8平米,东 西,毛坯,中楼层(共5层),杨浦,480,"68,768元/平"
宏翔公寓 ,1室1厅,53.61平米,南,简装,高楼层(共5层),杨浦,386,"72,002元/平"
韵都城 ,3室2厅,122.53平米,南,简装,低楼层(共16层),杨浦,1100,"89,774元/平"
控江路1197弄 ,1室1厅,47.68平米,南,精装,高楼层(共7层),杨浦,320,"67,115元/平"
鞍山四村第二小区 ,2室1厅,61.2平米,南,简装,高楼层(共5层),杨浦,500,"81,700元/平"
延吉四村 ,1室1厅,34.69平米,南,简装,低楼层(共6层),杨浦,260,"74,950元/平"
引翔港小区 ,3室1厅,90.2平米,南,精装,低楼层(共24层),杨浦,680,"75,389元/平"
延吉东路131弄 ,1室1厅,48.25平米,南,简装,高楼层(共6层),杨浦,350,"72,539元/平"
开鲁三村 ,2室1厅,57.4平米,南,精装,低楼层(共18层),杨浦,335,"58,363元/平"
三门路358弄 ,2室1厅,54.81平米,南,精装,低楼层(共7层),杨浦,368,"67,142元/平"
阳阳公寓 ,2室2厅,75.56平米,南,简装,高楼层(共7层),杨浦,518,"68,555元/平"
城市庭园 ,2室2厅,92.08平米,南 北,精装,低楼层(共14层),杨浦,665,"72,220元/平"
密云小区 ,2室1厅,55.92平米,南,精装,高楼层(共6层),杨浦,546,"97,640元/平"
文化花园香榭丽苑 ,3室2厅,133.81平米,东南,简装,高楼层(共11层),杨浦,1080,"80,712元/平"
崇业小区 ,2室2厅,85.26平米,东 北,简装,低楼层(共22层),杨浦,598,"70,139元/平"
佳泰花园 ,3室2厅,120.89平米,南,简装,中楼层(共11层),杨浦,1215,"100,505元/平"
浣纱五村 ,2室1厅,95.71平米,东南,简装,中楼层(共25层),杨浦,695,"72,616元/平"
沧州路180弄 ,2室1厅,57.02平米,南 北,简装,高楼层(共6层),杨浦,410,"71,905元/平"
锦丽斯公寓 ,2室2厅,92.51平米,东南,简装,低楼层(共15层),杨浦,870,"94,044元/平"
韵都城 ,2室2厅,97.88平米,南,精装,中楼层(共17层),杨浦,950,"97,058元/平"
大运盛城 ,2室2厅,89.79平米,南,精装,低楼层(共28层),杨浦,798,"88,875元/平"
工农新村小区 ,2室1厅,55.42平米,南 北,精装,高楼层(共6层),杨浦,329,"59,365元/平"
鞍山五村 ,2室1厅,49.51平米,南,精装,低楼层(共5层),杨浦,455,"91,901元/平"
内江二村 ,2室1厅,67.14平米,东 南,简装,低楼层(共24层),杨浦,425,"63,301元/平"
广远新村 ,1室1厅,39.72平米,南,精装,高楼层(共5层),杨浦,268,"67,473元/平"
阳明新城 ,2室1厅,79.37平米,西南 东北,精装,高楼层(共35层),杨浦,680,"85,675元/平"
恒阳花苑 ,2室1厅,84.93平米,南,简装,低楼层(共26层),杨浦,835,"98,317元/平"
和平花苑 ,3室2厅,137.67平米,西南,精装,高楼层(共38层),杨浦,1460,"106,051元/平"
泰鸿苑 ,3室2厅,128.86平米,南 北,简装,高楼层(共6层),杨浦,1100,"85,364元/平"
延吉东路137弄 ,1室1厅,48.25平米,南,简装,高楼层(共6层),杨浦,300,"62,177元/平"
延吉东路131弄 ,1室1厅,35.01平米,东南,简装,高楼层(共6层),杨浦,220,"62,840元/平"
万昌大厦 ,2室2厅,112.38平米,南,精装,高楼层(共19层),杨浦,750,"66,738元/平"
延吉东路137弄 ,1室0厅,36平米,南,简装,高楼层(共6层),杨浦,258,"71,667元/平"
合生江湾国际公寓 ,2室2厅,104.18平米,南,简装,低楼层(共11层),杨浦,1050,"100,788元/平"
佳泰花园 ,3室2厅,120.89平米,南,简装,中楼层(共11层),杨浦,1215,"100,505元/平"
广远新村 ,1室1厅,39.72平米,南,精装,高楼层(共5层),杨浦,268,"67,473元/平"
阳明新城 ,2室1厅,79.37平米,西南 东北,精装,高楼层(共35层),杨浦,680,"85,675元/平"
和平花苑 ,3室2厅,137.67平米,西南,精装,高楼层(共38层),杨浦,1460,"106,051元/平"
锦丽斯公寓 ,2室2厅,92.51平米,东南,简装,低楼层(共15层),杨浦,870,"94,044元/平"
泰鸿苑 ,3室2厅,128.86平米,南 北,简装,高楼层(共6层),杨浦,1100,"85,364元/平"
合生江湾国际公寓 ,2室2厅,104.18平米,南,精装,低楼层(共11层),杨浦,1090,"104,627元/平"
延吉东路137弄 ,1室0厅,36平米,南,简装,高楼层(共6层),杨浦,258,"71,667元/平"
延吉东路131弄 ,1室1厅,35.01平米,东南,简装,高楼层(共6层),杨浦,220,"62,840元/平"
合生江湾国际公寓 ,2室2厅,104.18平米,南,简装,低楼层(共11层),杨浦,1050,"100,788元/平"
延吉东路137弄 ,1室1厅,48.25平米,南,简装,高楼层(共6层),杨浦,300,"62,177元/平"
万昌大厦 ,2室2厅,112.38平米,南,精装,高楼层(共19层),杨浦,750,"66,738元/平"
合生江湾国际公寓 ,2室2厅,104.93平米,南,精装,低楼层(共14层),杨浦,1080,"102,926元/平"
国顺路384号 ,3室0厅,70.9平米,南 北,简装,高楼层(共6层),杨浦,485,"68,407元/平"
新江湾时代花园 ,2室1厅,83.4平米,南,简装,低楼层(共6层),杨浦,795,"95,324元/平"
新江湾城雍景苑 ,2室2厅,105.99平米,南,精装,中楼层(共11层),杨浦,1010,"95,293元/平"
长阳新苑 ,2室2厅,97.07平米,南 北,精装,高楼层(共6层),杨浦,870,"89,627元/平"
翔顺公寓 ,2室2厅,74平米,南,简装,高楼层(共6层),杨浦,530,"71,622元/平"
控江东三村 ,2室1厅,50.54平米,南,简装,中楼层(共6层),杨浦,360,"71,231元/平"
营口大厦 ,2室2厅,93.99平米,南,简装,低楼层(共24层),杨浦,660,"70,221元/平"
香阁丽苑 ,2室2厅,97.72平米,南 北,精装,低楼层(共14层),杨浦,1025,"104,892元/平"
中业大楼 ,2室1厅,70.03平米,东 西,精装,中楼层(共22层),杨浦,538,"76,825元/平"
政立苑 ,4室2厅,105.33平米,南 北,精装,高楼层(共5层),杨浦,1050,"99,687元/平"
文化花园清华苑 ,4室2厅,154.68平米,南,简装,低楼层(共11层),杨浦,1300,"84,045元/平"
内江二村 ,2室1厅,67.14平米,东 南,简装,低楼层(共24层),杨浦,425,"63,301元/平"
鞍山五村 ,2室1厅,49.51平米,南,精装,低楼层(共5层),杨浦,455,"91,901元/平"
殷行路430弄 ,2室1厅,69.65平米,南,精装,高楼层(共6层),杨浦,408,"58,579元/平"
韵都城 ,3室2厅,130.83平米,南,精装,中楼层(共17层),杨浦,1225,"93,633元/平"
北茶园 ,2室1厅,56.81平米,南,简装,高楼层(共6层),杨浦,443,"77,980元/平"
建发珑庭(公寓) ,3室2厅,179.85平米,南,精装,低楼层(共9层),杨浦,2150,"119,545元/平"
锦丽斯公寓 ,2室2厅,92.51平米,东南,简装,低楼层(共15层),杨浦,870,"94,044元/平"
泰鸿苑 ,3室2厅,128.86平米,南 北,简装,高楼层(共6层),杨浦,1100,"85,364元/平"
翔顺公寓 ,2室1厅,69.77平米,南,精装,高楼层(共6层),杨浦,479,"68,655元/平"
新江湾城雍景苑 ,4室2厅,186.5平米,南 北,精装,低楼层(共6层),杨浦,1630,"87,400元/平"
申润江涛苑 ,2室2厅,112.94平米,南,精装,低楼层(共28层),杨浦,1131,"100,142元/平"
三湘世纪花城三期 ,3室2厅,134.13平米,南,精装,中楼层(共12层),杨浦,1260,"93,939元/平"
公交新村 ,2室1厅,47.53平米,东南,简装,中楼层(共5层),杨浦,396,"83,316元/平"
新江湾时代花园 ,2室2厅,86.56平米,南,简装,中楼层(共5层),杨浦,810,"93,577元/平"
华升新苑 ,2室2厅,107.26平米,南,精装,低楼层(共17层),杨浦,1042,"97,148元/平"
华升新苑 ,3室2厅,134.62平米,南 北,简装,中楼层(共11层),杨浦,1365,"101,397元/平"
文化花园明珠苑 ,3室2厅,134.63平米,南,简装,高楼层(共7层),杨浦,1118,"83,043元/平"
益民小区 ,3室1厅,89.78平米,南,简装,高楼层(共7层),杨浦,698,"77,746元/平"
宝钢又一村 ,3室2厅,134.26平米,南,简装,高楼层(共20层),杨浦,1020,"75,972元/平"
市光四村 ,1室1厅,36.65平米,南 北,简装,中楼层(共6层),杨浦,244,"66,576元/平"
兰花新村 ,1室0厅,28.09平米,南,简装,低楼层(共6层),杨浦,210,"74,760元/平"
延吉三村 ,1室1厅,35.49平米,南,简装,高楼层(共6层),杨浦,259,"72,979元/平"
民星一村 ,1室1厅,38.87平米,南,简装,高楼层(共6层),杨浦,225,"57,886元/平"
龙江路130弄 ,1室1厅,31.19平米,南,毛坯,高楼层(共6层),杨浦,250,"80,154元/平"
鞍山三村 ,1室1厅,49.21平米,南,简装,低楼层(共6层),杨浦,356,"72,344元/平"
市光二村 ,2室1厅,67.41平米,西南,简装,中楼层(共16层),杨浦,426,"63,196元/平"
百兴花园 ,2室1厅,81.17平米,东南,简装,低楼层(共24层),杨浦,640,"78,847元/平"
新江湾城雍景苑 ,2室2厅,102.26平米,南 北,精装,低楼层(共12层),杨浦,1080,"105,614元/平"
三门路510弄 ,1室1厅,45.75平米,南,毛坯,高楼层(共6层),杨浦,285,"62,296元/平"
银龙新村 ,1室1厅,39.48平米,南,简装,中楼层(共7层),杨浦,333,"84,347元/平"
殷行路451弄 ,2室1厅,58.5平米,南,简装,高楼层(共6层),杨浦,366,"62,565元/平"
市光一村 ,1室1厅,61.39平米,南,精装,高楼层(共18层),杨浦,420,"68,416元/平"
市光三村 ,2室1厅,50.79平米,南,简装,高楼层(共6层),杨浦,315,"62,021元/平"
浦罡小区 ,1室1厅,43.5平米,南,简装,中楼层(共6层),杨浦,340,"78,161元/平"
南茶园 ,1室1厅,40.73平米,南,简装,中楼层(共6层),杨浦,300,"73,656元/平"
民星一村 ,1室1厅,40.36平米,南,简装,高楼层(共6层),杨浦,210,"52,032元/平"
民星一村 ,1室1厅,40.36平米,南,简装,高楼层(共6层),杨浦,210,"52,032元/平"
市光四村 ,1室1厅,41.91平米,南,简装,高楼层(共6层),杨浦,255,"60,845元/平"
兰花新村 ,2室0厅,49.54平米,南,简装,高楼层(共6层),杨浦,378,"76,302元/平"
民星一村 ,2室1厅,58.95平米,南,简装,高楼层(共6层),杨浦,380,"64,462元/平"
民星一村 ,3室1厅,80.21平米,南,精装,中楼层(共6层),杨浦,460,"57,350元/平"
殷行路310弄 ,1室1厅,49.2平米,南 北,精装,高楼层(共6层),杨浦,299,"60,773元/平"
国和路605弄 ,1室1厅,48.68平米,南,精装,高楼层(共6层),杨浦,313,"64,298元/平"
引翔港小区 ,1室1厅,37.11平米,南,简装,高楼层(共6层),杨浦,271,"73,027元/平"
城市方园 ,2室1厅,68.32平米,南 北,精装,低楼层(共33层),杨浦,430,"62,940元/平"
沧州路180弄 ,2室1厅,69.32平米,南,简装,中楼层(共6层),杨浦,598,"86,267元/平"
幸福村小区 ,1室1厅,33.52平米,南,精装,高楼层(共7层),杨浦,245,"73,091元/平"
中原路34弄 ,2室1厅,77.57平米,南,简装,高楼层(共7层),杨浦,532,"68,584元/平"
市光四村 ,1室1厅,41.91平米,南,精装,高楼层(共6层),杨浦,258,"61,561元/平"
民星一村 ,1室1厅,38.87平米,南,精装,高楼层(共6层),杨浦,238,"61,230元/平"
延吉二村 ,1室0厅,34.53平米,南 北,简装,中楼层(共5层),杨浦,285,"82,537元/平"
翔殷路491弄 ,1室1厅,39.91平米,南,精装,高楼层(共6层),杨浦,285,"71,411元/平"
北茶园 ,1室1厅,44.97平米,南,简装,低楼层(共6层),杨浦,358,"79,609元/平"
世和园 ,2室1厅,53.64平米,南,精装,低楼层(共17层),杨浦,465,"86,690元/平"
鞍山三村 ,1室0厅,31.67平米,南,简装,低楼层(共5层),杨浦,205,"64,731元/平"
开鲁一村 ,2室1厅,63.56平米,南,精装,高楼层(共6层),杨浦,428,"67,338元/平"
鞍山三村 ,1室0厅,23.86平米,北,精装,中楼层(共5层),杨浦,209,"87,595元/平"
怡佳苑 ,2室1厅,64.57平米,南 北,简装,高楼层(共7层),杨浦,438,"67,834元/平"
恒阳花苑 ,2室2厅,85.65平米,南,简装,中楼层(共25层),杨浦,868,"101,343元/平"
控江小区 ,1室0厅,35平米,南,简装,高楼层(共5层),杨浦,280,"80,000元/平"
殷行路310弄 ,1室1厅,46.21平米,南,简装,低楼层(共6层),杨浦,275,"59,511元/平"
鞍山四村第三小区 ,1室0厅,30.12平米,北,毛坯,低楼层(共5层),杨浦,215,"71,382元/平"
开鲁路286弄 ,2室1厅,61.89平米,南,简装,低楼层(共16层),杨浦,356,"57,522元/平"
控江一村 ,3室1厅,65.75平米,南 北,简装,中楼层(共5层),杨浦,620,"94,297元/平"
殷行一、二村 ,3室0厅,48.86平米,南 北,精装,高楼层(共6层),杨浦,318,"65,084元/平"
世和园 ,2室1厅,71.14平米,南 北,简装,中楼层(共17层),杨浦,619,"87,012元/平"
世和园 ,2室1厅,53.64平米,南,精装,低楼层(共17层),杨浦,465,"86,690元/平"
工农三村 ,1室1厅,40.9平米,南,精装,高楼层(共6层),杨浦,267,"65,282元/平"
工农新村小区 ,2室1厅,48.18平米,南,毛坯,中楼层(共5层),杨浦,288,"59,776元/平"
鞍山四村第三小区 ,1室0厅,25.78平米,北 东北,简装,高楼层(共5层),杨浦,208,"80,683元/平"
北茶园 ,1室1厅,44.97平米,南,简装,低楼层(共6层),杨浦,358,"79,609元/平"
工农二村 ,2室1厅,84.74平米,南,简装,高楼层(共16层),杨浦,500,"59,005元/平"
世和园 ,2室1厅,71.14平米,南 北,简装,中楼层(共17层),杨浦,619,"87,012元/平"
开鲁一村 ,1室1厅,41.63平米,南,精装,高楼层(共6层),杨浦,276,"66,299元/平"
殷行一、二村 ,2室1厅,49.97平米,南,简装,中楼层(共6层),杨浦,325,"65,040元/平"
殷行一、二村 ,3室1厅,67.41平米,南,简装,高楼层(共6层),杨浦,430,"63,789元/平"
工农二村 ,1室1厅,41.89平米,南,简装,高楼层(共6层),杨浦,275,"65,649元/平"
殷行一、二村 ,1室1厅,36.64平米,南,简装,高楼层(共6层),杨浦,226,"61,682元/平"
殷行路310弄 ,1室1厅,41.61平米,南,精装,高楼层(共5层),杨浦,248,"59,602元/平"
市光四村 ,1室1厅,43.2平米,南,精装,中楼层(共6层),杨浦,295,"68,288元/平"
张家浜小区 ,1室1厅,38.34平米,南,简装,高楼层(共7层),杨浦,280,"73,031元/平"
殷行一、二村 ,2室0厅,49.2平米,南 北,毛坯,高楼层(共6层),杨浦,291,"59,147元/平"
凤城三村东区 ,1室1厅,34.01平米,南,简装,高楼层(共6层),杨浦,235,"69,098元/平"
控江二村 ,1室1厅,44.65平米,南,简装,低楼层(共5层),杨浦,358,"80,180元/平"
城市方园 ,2室1厅,69.81平米,南 北,毛坯,低楼层(共33层),杨浦,393,"56,296元/平"
海鹏花苑 ,2室1厅,97.56平米,南,精装,中楼层(共24层),杨浦,758,"77,696元/平"
控江五村 ,2室1厅,59平米,南 北,精装,高楼层(共5层),杨浦,408,"69,153元/平"
工农新村小区 ,1室1厅,37.89平米,南,简装,中楼层(共5层),杨浦,238,"62,814元/平"
国和一村 ,2室1厅,54.53平米,南 北,简装,高楼层(共6层),杨浦,380,"69,687元/平"
沧州路180弄 ,1室1厅,35.9平米,南,简装,中楼层(共6层),杨浦,308,"85,794元/平"
北茶园 ,1室1厅,46.39平米,南,简装,中楼层(共6层),杨浦,355,"76,526元/平"
城市方园 ,2室1厅,69.81平米,南,精装,高楼层(共34层),杨浦,410,"58,731元/平"
民星路350弄 ,1室1厅,40.41平米,南,简装,中楼层(共7层),杨浦,256,"63,351元/平"
中原路99弄 ,1室1厅,39.97平米,南,简装,高楼层(共6层),杨浦,255,"63,798元/平"
东上海中心 ,2室1厅,65.71平米,东 南 北,精装,24层,杨浦,520,"79,136元/平"
凤城六村 ,1室1厅,46.29平米,南,简装,高楼层(共6层),杨浦,380,"82,092元/平"
图们小区 ,1室1厅,60.68平米,南,精装,低楼层(共20层),杨浦,410,"67,568元/平"
开鲁一村 ,1室1厅,41.95平米,南,简装,中楼层(共6层),杨浦,260,"61,979元/平"
民星路350弄 ,1室1厅,40.41平米,南,简装,中楼层(共7层),杨浦,256,"63,351元/平"
凤城六村 ,1室1厅,46.29平米,南,简装,高楼层(共6层),杨浦,380,"82,092元/平"
开鲁二村 ,1室1厅,41.8平米,南,简装,高楼层(共6层),杨浦,242,"57,895元/平"
中原路99弄 ,1室1厅,43.23平米,南,精装,高楼层(共6层),杨浦,283,"65,464元/平"
三门路510弄 ,2室1厅,50.32平米,南 北,精装,高楼层(共6层),杨浦,318,"63,196元/平"
中原路99弄 ,1室1厅,39.97平米,南,简装,高楼层(共6层),杨浦,255,"63,798元/平"
翔殷路767号 ,1室1厅,40.04平米,南,简装,高楼层(共6层),杨浦,256,"63,937元/平"
市京一村 ,2室1厅,60.33平米,南,简装,高楼层(共6层),杨浦,388,"64,313元/平"
殷行一、二村 ,1室0厅,36.65平米,南,简装,高楼层(共6层),杨浦,215,"58,664元/平"
延吉中路117弄 ,1室1厅,36.4平米,南,简装,高楼层(共6层),杨浦,248,"68,132元/平"
市光四村 ,2室1厅,69.65平米,南,简装,低楼层(共18层),杨浦,445,"63,891元/平"
控江路1200弄 ,1室0厅,32.77平米,南,简装,低楼层(共5层),杨浦,275,"83,919元/平"
市光四村 ,1室1厅,42.88平米,南,精装,高楼层(共6层),杨浦,270,"62,967元/平"
中原路99弄 ,2室1厅,47.95平米,南,精装,高楼层(共6层),杨浦,330,"68,822元/平"
控江二村 ,1室1厅,34.43平米,南,简装,高楼层(共5层),杨浦,303,"88,005元/平"
市光二村 ,2室1厅,67.63平米,南,简装,高楼层(共18层),杨浦,430,"63,582元/平"
开鲁四村 ,2室1厅,50.34平米,南,简装,中楼层(共6层),杨浦,349,"69,329元/平"
控江新村 ,1室1厅,40.54平米,南,简装,高楼层(共6层),杨浦,245,"60,435元/平"
黑山小区 ,1室1厅,37.25平米,南 西,精装,高楼层(共4层),杨浦,232,"62,282元/平"
开鲁二村 ,2室1厅,41.96平米,南,精装,低楼层(共6层),杨浦,275,"65,539元/平"
市京一村 ,1室1厅,44.98平米,南,精装,中楼层(共6层),杨浦,300,"66,697元/平"
北茶园 ,2室1厅,64.2平米,南,简装,高楼层(共6层),杨浦,513,"79,907元/平"
国和一村 ,2室1厅,54.53平米,南 北,简装,高楼层(共6层),杨浦,380,"69,687元/平"
城市方园 ,2室1厅,69.81平米,南 北,毛坯,低楼层(共33层),杨浦,393,"56,296元/平"
市京一村 ,1室1厅,41.87平米,南,简装,高楼层(共6层),杨浦,248,"59,231元/平"
控江二村 ,1室1厅,44.65平米,南,简装,低楼层(共5层),杨浦,358,"80,180元/平"
市光三村 ,2室1厅,47.49平米,南,简装,高楼层(共6层),杨浦,276,"58,118元/平"
冶金公寓 ,2室1厅,74.35平米,南,简装,低楼层(共20层),杨浦,705,"94,822元/平"
控江路1200弄 ,1室0厅,32.77平米,南,简装,低楼层(共5层),杨浦,275,"83,919元/平"
市光四村 ,1室1厅,42.88平米,南,精装,高楼层(共6层),杨浦,270,"62,967元/平"
冶金公寓 ,2室1厅,74.35平米,南,简装,低楼层(共20层),杨浦,705,"94,822元/平"
市光三村 ,2室1厅,47.49平米,南,简装,高楼层(共6层),杨浦,276,"58,118元/平"
浣纱四村 ,1室1厅,45.18平米,南,精装,高楼层(共6层),杨浦,347,"76,804元/平"
眉州路515弄 ,3室0厅,62.71平米,南,精装,高楼层(共7层),杨浦,470,"74,949元/平"
市光四村 ,2室1厅,61.71平米,南,简装,高楼层(共6层),杨浦,398,"64,496元/平"
市光二村 ,1室1厅,37.69平米,南,精装,高楼层(共6层),杨浦,239,"63,413元/平"
控江路680弄 ,1室1厅,31.63平米,南,简装,高楼层(共5层),杨浦,210,"66,393元/平"
控江路1200弄 ,1室0厅,36.4平米,南,精装,低楼层(共6层),杨浦,292,"80,220元/平"
民星一村 ,1室1厅,39.76平米,南,简装,高楼层(共6层),杨浦,215,"54,075元/平"
铁岭路50弄 ,1室1厅,41.7平米,南,简装,高楼层(共5层),杨浦,345,"82,734元/平"
中环和乐苑 ,1室0厅,40.9平米,南,简装,中楼层(共34层),杨浦,355,"86,798元/平"
引翔港小区 ,1室1厅,28.33平米,西 北,毛坯,中楼层(共6层),杨浦,215,"75,892元/平"
城市方园 ,2室1厅,67平米,南,简装,高楼层(共33层),杨浦,426,"63,583元/平"
幸福公寓 ,1室1厅,38.31平米,南,简装,高楼层(共7层),杨浦,265,"69,173元/平"
公交新村 ,2室0厅,43.84平米,南 北,简装,高楼层(共7层),杨浦,375,"85,539元/平"
开鲁路382弄 ,1室1厅,41.54平米,南,简装,高楼层(共6层),杨浦,232,"55,850元/平"
市光四村 ,2室1厅,60.5平米,南 北,精装,中楼层(共6层),杨浦,399,"65,951元/平"
市光一村 ,2室1厅,41.94平米,南,精装,高楼层(共6层),杨浦,278,"66,286元/平"
殷行一、二村 ,2室1厅,50.49平米,南,精装,中楼层(共6层),杨浦,320,"63,379元/平"
殷行一、二村 ,2室1厅,49.41平米,南,简装,高楼层(共6层),杨浦,290,"58,693元/平"
文化花园香榭丽苑 ,2室2厅,103.39平米,南,精装,低楼层(共10层),杨浦,880,"85,115元/平"
公交新村 ,2室0厅,46.37平米,南,简装,高楼层(共7层),杨浦,385,"83,028元/平"
市光四村 ,2室1厅,67.61平米,南,精装,低楼层(共18层),杨浦,455,"67,298元/平"
国和二村 ,1室1厅,45.78平米,南,简装,高楼层(共6层),杨浦,325,"70,992元/平"
开鲁路382弄 ,1室1厅,41.54平米,南,简装,高楼层(共6层),杨浦,240,"57,776元/平"
国和路605弄 ,1室1厅,48.68平米,南,精装,高楼层(共6层),杨浦,308,"63,271元/平"
凤城三村西区 ,1室0厅,34.27平米,南,简装,中楼层(共5层),杨浦,230,"67,115元/平"
市光三村 ,2室1厅,57.9平米,东南,简装,高楼层(共6层),杨浦,335,"57,859元/平"
永久公寓 ,2室1厅,70.03平米,东 西,简装,中楼层(共22层),杨浦,515,"73,540元/平"
许昌路570弄 ,3室1厅,65.8平米,南 西南,简装,高楼层(共6层),杨浦,497,"75,532元/平"
控江四村 ,1室1厅,33.13平米,东,简装,低楼层(共5层),杨浦,224,"67,613元/平"
鞍山三村 ,1室1厅,37.33平米,南,简装,中楼层(共5层),杨浦,289,"77,418元/平"
开鲁路382弄 ,1室1厅,41.54平米,南,简装,高楼层(共6层),杨浦,240,"57,776元/平"
国和二村 ,1室1厅,45.78平米,南,简装,高楼层(共6层),杨浦,325,"70,992元/平"
民庆家园 ,2室1厅,77.23平米,南,精装,中楼层(共18层),杨浦,695,"89,991元/平"
三门路358弄 ,2室1厅,43.32平米,南,简装,高楼层(共7层),杨浦,270,"62,327元/平"
文化花园香榭丽苑 ,2室2厅,103.39平米,南,精装,低楼层(共10层),杨浦,880,"85,115元/平"
中环和乐苑 ,1室0厅,40.9平米,南,简装,中楼层(共34层),杨浦,355,"86,798元/平"
铁岭路50弄 ,1室1厅,41.7平米,南,简装,高楼层(共5层),杨浦,345,"82,734元/平"
民星一村 ,1室1厅,39.76平米,南,简装,高楼层(共6层),杨浦,215,"54,075元/平"
开鲁路382弄 ,1室1厅,41.54平米,南,简装,高楼层(共6层),杨浦,232,"55,850元/平"
凤城三村西区 ,1室0厅,34.27平米,南,简装,中楼层(共5层),杨浦,230,"67,115元/平"
市光四村 ,2室1厅,60.5平米,南 北,精装,中楼层(共6层),杨浦,399,"65,951元/平"
殷行一、二村 ,2室1厅,49.41平米,南,简装,高楼层(共6层),杨浦,290,"58,693元/平"
市光一村 ,2室1厅,41.94平米,南,精装,高楼层(共6层),杨浦,278,"66,286元/平"
殷行一、二村 ,2室1厅,50.49平米,南,精装,中楼层(共6层),杨浦,320,"63,379元/平"
内江二村 ,1室1厅,39.47平米,南,简装,高楼层(共6层),杨浦,240,"60,806元/平"
国和二村 ,2室1厅,54.59平米,南,精装,高楼层(共6层),杨浦,382,"69,977元/平"
公交新村 ,2室0厅,46.37平米,南,简装,高楼层(共7层),杨浦,385,"83,028元/平"
市光四村 ,2室1厅,67.61平米,南,精装,低楼层(共18层),杨浦,455,"67,298元/平"
控江五村 ,1室1厅,39.7平米,南,简装,高楼层(共5层),杨浦,250,"62,973元/平"
北茶园 ,2室1厅,54.19平米,南,精装,低楼层(共7层),杨浦,395,"72,892元/平"
冶金公寓 ,2室1厅,56.96平米,西南,简装,高楼层(共20层),杨浦,530,"93,048元/平"
黑山小区 ,1室0厅,34.81平米,南,精装,高楼层(共6层),杨浦,220,"63,201元/平"
平凉路848号 ,3室1厅,80.1平米,南,毛坯,中楼层(共5层),杨浦,635,"79,276元/平"
延吉六村 ,2室1厅,69.55平米,南,精装,低楼层(共12层),杨浦,484,"69,591元/平"
凤城四村 ,2室1厅,41.56平米,南,简装,高楼层(共6层),杨浦,330,"79,404元/平"
鞍山四村第一小区 ,1室1厅,37.6平米,南,简装,高楼层(共6层),杨浦,290,"77,128元/平"
延吉七村 ,1室1厅,43.92平米,南,简装,低楼层(共14层),杨浦,285,"64,891元/平"
凤城二村 ,2室0厅,61.7平米,南,简装,中楼层(共5层),杨浦,425,"68,882元/平"
控江路1203号 ,3室1厅,88.43平米,南 北,简装,中楼层(共18层),杨浦,634,"71,696元/平"
加州水郡 ,3室2厅,165平米,南,精装,低楼层(共19层),杨浦,2000,"121,213元/平"
